MaterialID,name,rarity,type,source,intro,relatedFood,relatedWeapon,LABEL
m142,「正义」的指引,3星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:箴铭Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周二/周五/周日,N/A,N/A,N/A,Material
m143,「公平」的指引,3星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:旋韵Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周一/周四/周日,"水之国土的堤岸是公平。
公平是枫丹立国的基础。公平形成了律法的准绳。假若律法失去公平的本质，必沦为敛利的棋盘。",N/A,N/A,Material
m144,N/A,3星,武器突破素材,秘境获得合成获得活动获得参量转化深潮的余响炼武秘境:奇械 Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周三/周六/周日,N/A,N/A,"金流监督
 赤月之形
 柔灯挽歌
 峡湾长歌
 浪影阔剑
 公义的酬报
 便携动力锯
 「究极霸王超级魔剑」",Material
m145,纯圣露滴的凝华,3星,武器突破素材,秘境获得合成获得活动获得参量转化深潮的余响炼武秘境:匠理 Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周二/周五/周日,N/A,N/A,"万世流涌大典
 静水流涌之辉
 白雨心弦
 海渊终曲
 纯水流华
 船坞长剑",Material
m146,悠古弦音的断章,3星,武器突破素材,秘境获得合成获得活动获得参量转化深潮的余响炼武秘境:机思 Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周一/周四/周日,N/A,N/A,"最初的大魔术
 裁断
 赦罪
 灰河渡手
 静谧之曲
 勘探钻机
 测距规
 水仙十字之剑",Material
m147,烈日威权的余光,3星,武器突破素材,秘境获得合成获得活动获得参量转化有顶塔炼武秘境:引业 Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。编织万千思绪，统制万千灵魂，此所谓威权之道。然而威权之道并非冷酷的暴政，其目的恰恰最为深郁一创造不再有人苦恼， 不再需要迫害与奴役的真实乐土。正如沉默的王从晶石的秘密中望见的一切正如已然消逝的伴侣曾经的教诲那般。玄色的虫印与铁色的裁决，就这样成为了王国法度的基石。,N/A,"猎人之径
 图莱杜拉的回忆
 苇海信标
 竭泽
 王下近侍
 玛海菈的水色
 烈阳之嗣",Material
m148,绿洲花园的恩惠,3星,武器突破素材,秘境获得合成获得活动获得参量转化有顶塔炼武秘境:思惑 Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周二/周五/周日,N/A,N/A,"赤沙之杖
 千夜浮梦
 贯月矢
 盈满之实
 流浪的晚星
 聊聊棒",Material
m149,谧林涓露的铁符,3星,武器突破素材,秘境获得合成获得活动获得参量转化有顶塔炼武秘境:云垢 Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。后来，草木的主人教会了人们锻造黑铁的奥秘。就这样，天真的凡人学会了使用火与利刃的知识。草木的主人为之欢欣，纵使火与金属会伤害她，但亦会使凡人强大。,N/A,"圣显之钥
 裁叶萃光
 原木刀
 森林王器
 西福斯的月光
 鹮穿之喙
 沙中伟贤的对答",Material
m150,「巧思」的指引,3星,角色天赋素材,活动获得合成获得秘境获得昏识塔精通秘境:妙语Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周二/周五/周日,「巧思」是智慧之国的叶脉。巧思引导正直的言语。巧妙而周密的向善思索，令出口之言不偏离福祉之正道；怠慢与歹意则令言行卑劣不堪。,N/A,N/A,Material
m151,「笃行」的指引,3星,角色天赋素材,活动获得合成获得秘境获得昏识塔精通秘境:律藏Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周三/周六/周日,「笃行」是智慧之国的根系。笃行印证直率的言说。所思所行皆是为善，仍不可称之为智慧。智慧孕育于行动之中，为正直的言语纂下封印。,N/A,N/A,Material
m152,「诤言」的指引,3星,角色天赋素材,活动获得合成获得秘境获得昏识塔精通秘境:圆镜Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周一/周四/周日,「诤言」是智慧之国的枝干。诤言相伴巧妙的思虑。多思多虑方能出言谦逊明晰，令智者折服，使愚者醒悟，让智慧如川流一般畅通不息。,N/A,N/A,Material
m153,今昔剧画之虎啮,3星,武器突破素材,秘境获得合成获得活动获得参量转化砂流之庭炼武秘境:流沙之葬 Ⅱ/Ⅲ/Ⅳ（砂流之庭限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。《菫染山月虎啮鉴》中描绘的鬼人「虎千代」，曾以利齿咬碎将军的薙刀，取得过一时的上风。因此以他为原型制造的面具上往往有精心雕琢的尖牙。在其结局中，负伤之兽般遁入林野，连清凉的月光也避之唯恐不及。穿过窄巷与峡谷的风声像是受伤的鬼在低声哀嚎，因此也有「虎千代风」这一季语。,N/A,"薙草之稻光
 冬极白星
 神乐之真意
 喜多院十文字
 「渔获」
 断浪长鳍
 笼钓瓶一心",Material
m154,鸣神御灵的欢喜,3星,武器突破素材,秘境获得合成获得活动获得参量转化砂流之庭炼武秘境:砂之祭场 Ⅱ/Ⅲ/Ⅳ（砂流之庭限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。在鸣神的幕府中设有奉行之名，乃是诸类事务的管理与执行者。在妖物悠长久远的故事中，在过去，深受将军殿下亲近信赖者会佩戴这种曲勾造型的护符；而奉行之名也取自欢喜奉行之意，得到她青睐的人也会回报以爱与忠义。而从某一时点开始，一切都不再是原本的模样了。,N/A,"飞雷之弦振
 赤角石溃杵
 波乱月白经津
 破魔之弓
 桂木斩长正
 掠食者
 曚云之月
 东花坊时雨",Material
m155,「天光」的指引,3星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:真葛废都II/III/IV（菫色之庭限时开启）时间：周三/周六/周日,"雷之国土的愿望是天光。
即使晖光被重重雷云所掩盖，鸣神的国土之上，依旧有志士如云雀般突破雷光与天之怒海，追寻天光之迹，哪怕迎来冷酷的殛灭。",N/A,N/A,Material
m156,「浮世」的指引,3星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:菫染之国Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）时间：周一/周四/周日,雷之国土的梦想是浮世。浮世之难求乃是人之美的价值所在。人之在世岂不与雷影相似?意欲追逐掇取则遥踞云端，灯火阑珊的静谧之时却不期而来。,N/A,N/A,Material
m157,「风雅」的指引,3星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:初雷幽谷Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）时间：周二/周五/周日,雷之国土的姿容是风雅。风雅是不倨傲。风雅之人永远是谦虚的。只有消除虚荣与怠慢，才能明亮双眼，从哪怕最不堪入目的表象之下寻求美与雅致的真境。,N/A,N/A,Material
m158,远海夷地的玉枝,3星,武器突破素材,秘境获得合成获得活动获得参量转化砂流之庭炼武秘境:沉砂之渊 Ⅱ/Ⅲ/Ⅳ（砂流之庭限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。赋予武器突破之力的材料。这种珊瑚在提瓦特的大地上是见不到的，是大蛇闯入「暗之外海」时，获得的礼赠。因此对于深海的大蛇而言，身负珊瑚枝象征着力量；而失去珊瑚枝时，力量会相应地折损。换言之，折断的珊瑚枝中也蕴含着超常的力量。,N/A,"雾切之回光
 不灭月华
 有乐御簾切
 天目影打刀
 白辰之环
 恶王丸
 证誓之明瞳",Material
m159,雾海云间的汞丹,3星,武器突破素材,秘境获得合成获得活动获得参量转化震雷连山密宫炼武秘境:鸣雷城墟Ⅱ/Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周二/周五/周日,N/A,N/A,N/A,Material
m160,狮牙斗士的铁链,3星,武器突破素材,秘境获得合成获得活动获得参量转化塞西莉亚苗圃炼武秘境:渴水的废都Ⅱ/Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。曾经施在的大英雄温妮莎身上的枷锁——或者这么说吧，那个时代里，所有剑斗士都会背负镣铐。狮牙的斗士也只是其中一员。,N/A,"四风原典
 狼的末路
 阿莫斯之弓
 天空之脊
 苍古自由之誓
 祭礼残章
 宗室大剑
 西风猎弓
 宗室长弓
 祭礼剑
 西风大剑
 西风长枪
 腐殖之剑
 忍冬之果
 风花之颂
 暗巷猎手
 饰铁之花
 旅行剑
 白铁大剑
 异世界行记
 反曲弓
 铁尖枪
 新手长枪",Material
m161,漆黑陨铁的一片,3星,武器突破素材,秘境获得合成获得活动获得参量转化震雷连山密宫炼武秘境:古雷试炼场Ⅱ/Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。璃月之地向来都有海怪的传说，毕竟彼方是超越提瓦特的未知区域了。没有了尘世七神的守护，外面不知道是怎样的一团混沌。能把岩王帝君的力量都染黑的，正是提瓦特秩序之外的力量。,N/A,"尘世之锁
 贯虹之槊
 护摩之杖
 万国诸海图谱
 试作古华
 铁蜂刺
 试作星镰
 钢轮弓
 螭骨剑
 千岩长枪
 衔珠海皇
 落霞
 筑云
 飞天御剑
 飞天大御剑
 黑缨枪",Material
m162,凛风奔狼的裂齿,3星,武器突破素材,秘境获得合成获得活动获得参量转化塞西莉亚苗圃炼武秘境:深没之谷Ⅱ/Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周二/周五/周日,N/A,N/A,N/A,Material
m163,孤云寒林的辉岩,3星,武器突破素材,秘境获得合成获得活动获得参量转化震雷连山密宫炼武秘境:雷云祭坛 Ⅱ/Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。所以对于知情人士来说，孤云阁并不是什么愉快的海上奇观，而是曾经璃月众神的墓园。这里的确会周期性地涌起不祥和污秽，不过那都被另一个降妖伏魔的少年平息了。,N/A,"和璞鸢
 斫峰之刃
 若水
 碧落之珑
 黑岩绯玉
 白影剑
 黑岩长剑
 流月针
 弓藏
 匣里日月
 黑岩战弓
 千岩古剑
 遗祀玉珑
 匣里龙吟
 暗铁剑
 白缨枪
 翡玉法球
 弹弓",Material
m164,高塔孤王的残垣,3星,武器突破素材,秘境获得合成获得活动获得参量转化塞西莉亚苗圃炼武秘境:水光之城Ⅱ/Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周一/周四/周日,"赋予武器突破之力的材料。烈风的魔神「迭卡拉庇安」对自己所造的王城十分满意,他在高塔上接受所有追随者的跪拜。但他却不知道，众人对他俯身并非出于敬仰爱戴。",N/A,N/A,Material
m165,「黄金」的指引,3星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:焚尽之环Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周三/周六/周日,岩之国土的象征是黄金。黄金意味着转换，这是璃月的岩山、大地、港城与人们的默契。在璃月，勤劳被转换为黄金，而黄金被转换为繁荣。,N/A,N/A,Material
m166,「繁荣」的指引,3星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:炽炎祭场Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周一/周四/周日,岩之国土的追求是繁荣。繁荣是璃月对它的子女的许诺:以繁荣回报勤劳者，以黄金照亮这片土地。,N/A,N/A,Material
m167,「抗争」的指引,3星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:冰封废渊Ⅱ/Ⅲ/Ⅳ（忘却之峡限时开启）时间：周二/周五/周日,风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德现在的人们能够拥有自由，正如风之神吹散冰雪，正如温妮莎奋起抗争。,N/A,N/A,Material
m168,「自由」的指引,3星,角色天赋素材,合成获得活动获得忘却之峡精通秘境:霜凝祭坛Ⅱ/Ⅲ/Ⅳ(忘却之峡限时开启)时间：周一/周四/周日,风之国土的精神是自由。自由其二，是漫游的自由，即是能在苍翠的土地上自由地通行，而不受阻挠的自由。,N/A,N/A,Material
m169,「诗文」的指引,3星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:沉睡之国Ⅱ/Ⅲ/Ⅳ（忘却之峡限时开启）时间：周三/周六/周日,风之国土的灵魂是诗文。诗文是激励的心意。在黯淡的日子里，穿过巷道的风中低语着愤怒的诗文，如同战鼓，如同风暴前的低鸣。,N/A,N/A,Material
m170,「勤劳」的指引,3星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:深炎之底Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周二/周五/周日,"岩之国土的根基是勤劳。
勤劳是是流传在璃月人血脉中的催化剂，能将岩石化为黄金，是伟大商港之所以为伟大商港的原因。",N/A,N/A,Material
m171,神合秘烟的征兆,4星,武器突破素材,秘境获得合成获得活动获得深古瞭望所炼武秘境:测度 Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。没有固型的灵性依附于物件之上，结合转化为种种不同的面目，这一过程被称为神合，此后，神合后的灵性会在人的恍惚中，向其传达如梦般的图景。经常与灵进行这般对话的人需要理解那些图景之中的意义，如解梦般将大地之下的征兆化作部族民众所能理解的语言，或将警示转化为故事。据说这就是部族内被称为「叙事人」的职位的由来，也是大多数杰出的「叙事人」都来自谜烟之内的原因。,N/A,"岩峰巡歌
 碎链
 苍纹角杯
 硕果钩硕果钩",Material
m172,谵妄圣主的容光,4星,武器突破素材,秘境获得合成获得活动获得深古瞭望所炼武秘境:究观 Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。那是端居在王座的，最初的人神走入了圣火，而凡俗的世界等待着王厅继任者的时代。也是谋主代执一切权柄的时代。可惜自称圣主的，这位认为他所爱的、他愿意为之垂下金泪的神应该永远只有那一位的僭越者，将私心凌驾于敬爱之神留下的诫言，建立了地天隔绝的城邑。,N/A,"山王长牙
 虹的行迹
 木棉之环
 镇山之钉",Material
m173,贡祭炽心的决绝,4星,武器突破素材,秘境获得合成获得活动获得深古瞭望所炼武秘境:冥见 Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。据说盗取火种的贤者，在他将掌握各种形态火焰的秘术交给部族的民众之后，曾希望他们得以踏上文明的阶梯，摆脱古老的陋习。但传承的迂腐总是难以撼动，而掌握力量的稚童仅仅为了更多的献祭之物就能开启同族之间的战端，这或许也是贤者最后心灰意冷，而从历史中隐去身形的原因。值得一说的事是，将生命献祭的仪式遭到全面禁止，却恰恰是禁城的圣主掌权之时。后者为了执掌权威而废弃了种种民俗，却也可视为一类文明的开端。,N/A,"冲浪时光
 撼地者
 息燧之笛
 弥坚骨",Material
m174,「角逐」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得蕴火的幽墟精通秘境：转竟Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周一/周四/周日,"天赋培养素材。
火之国土的原则是角逐。
角逐是为了让自身更加强大，在一场角逐的胜负落定之后，胜利者从中获得确立自己方向的自信，失败者获得如何变得强大的启示。在胜负之外，这是角逐真正的意义。",N/A,N/A,Material
m175,「纷争」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得蕴火的幽墟精通秘境：旋复Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周三/周六/周日,"天赋培养素材。
火之国土的事理是纷争。
纷争的前提是，参与争端的人都会真诚地面对自己的欲望，面对欲望，然后在争辩或战斗之中，才不会忘记自己想要取得的东西，也不会偏离原本的目的。",N/A,N/A,Material
m176,秘刻金纹的源核,4星,角色培养素材,"BOSS掉落
30级以上秘源机兵·构型械掉落",在击败秘源机兵·构型械后，从其失去动力而解离的躯体中寻找到的核心构件。据说驱使所有现在被称为秘源机兵的机械核心的其实都是同一种核心，只是不同核心携带的信息并不一样，其上金色纹路图案的差别或许也可以说明这一点。起初只是为了让工具能够自如运转而在回路中加入了诸多命令，或许正是这种命令的重重叠加，最后造就了人造智慧的雏形吧。,N/A,N/A,Material
m177,「焚燔」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得蕴火的幽墟精通秘境：空华Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周二/周五/周日,"天赋培养素材。
火之国土的成规是焚燔。
所谓的焚燔，是在得到之前，先献出代价，但往往并非一定会有回应与回报。不求回报的付出代价，才是焚燔的真意，因为取得成果的日子终究会到来。",N/A,N/A,Material
m178,过熟的火榴果,4星,角色培养素材,BOSS掉落30级以上贪食匿叶龙山王掉落,"击败贪食匿叶龙山王后，获得的奇特火榴果。
一般来说，成熟的火榴果如果再继续生长，就会跌入泥中腐烂。但是从山王的鬃毛之中落下的果子，或由于其奇特体温保护着的缘故，呈现出非常难得的「过熟」状态。这种状态下的火榴果稳定，富含燃素，果色厚重，别具一番风味。",N/A,N/A,Material
m179,受祝所缚之印,4星,角色培养素材,BOSS掉落30级以上金焰绒翼龙暴君掉落,"击败金焰绒翼龙暴君后,获得的角的残片。
其上能够看到蔓延于角上的奇怪印记，这印记被称为「焰主之祝」,拥有此印的龙众将获得远古的伟力。不过，远古的伟力自然不是现在龙众的身躯所能承担，也是诸多祸事的来由。许多的悲剧，其源头正是不可自控的力量。",N/A,N/A,Material
m180,金色旋律的断章,4星,角色培养素材,BOSS掉落30级以上魔像督军掉落,半人马魔像胸前掉落的金色别章。与之连缀的碎石上所镌刻着的曲调，似乎是某部宏大乐剧的断章。曾有人认为，永恒幸福的谐和音律将会响彻寰宇，直至一切命运的尽头，但谐律亦会变奏，最终，当叛逆的神王跌落王座，不朽的王都化为丘墟，失去了军团的统帅手中的琴又要为谁人奏响呢。,N/A,N/A,Material
m181,凝云鳞甲,4星,角色培养素材,BOSS掉落,隐山猊兽的甲鳞，质地冰冷而坚硬。纵然剥离脱落，其上依然萦绕着纯净的仙力，普通的武器难以损之分毫。普通的野兽有时也会被逸散的仙力影响，变得比往常更为强大，但猊兽的不同之处在于，萦绕其身的仙力并非源于环境，而是源于它们自身——这也是其首领的地位往往被认为与仙人等同的原因。,N/A,N/A,Material
m182,未能达成超越之水,4星,角色培养素材,BOSS掉落30级以上水形幻人掉落,水形幻人崩溃逸散后留下的唯一痕迹。与原海异种体内取出的晶体有非常相近的性质，但当中蕴含了许多细碎的浊物，就如同凝固在拙劣工匠的玻璃制品中的微小气泡。,N/A,N/A,Material
m183,「图比昂装置」,4星,角色培养素材,BOSS掉落30级以上实验性场力发生装置掉落,N/A,N/A,N/A,Material
m184,「正义」的哲学,4星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:箴铭Ⅳ(苍白的遗荣限时开启)时间：周二/周五/周日,水之国土的利剑是正义。枫丹的律法秉正义之剑而行。正义意味着裁决与调和，以裁决的剑锋遏止恶行，以调和的手段维护秩序。,N/A,N/A,Material
m185,「秩序」的哲学,4星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:琅诵Ⅳ(苍白的遗荣限时开启)时间：周三/周六/周日,N/A,N/A,N/A,Material
m186,纯圣露滴的醴泉,4星,武器突破素材,秘境获得合成获得活动获得深潮的余响炼武秘境:匠理 Ⅲ/Ⅳ（深潮的余响限时开启）时间：周二/周五/周日,N/A,N/A,"万世流涌大典
 静水流涌之辉
 白雨心弦
 海渊终曲
 纯水流华
 船坞长剑",Material
m187,原海麟角,4星,角色培养素材,BOSS掉落30级以上千年珍珠骏麟掉落,"千年珍珠骏麟的放电器官，也是象征它的伟大超越的王器。已经在与挑战者的战斗中折断了。
作为自泡泡海马成长而来的顶尖掠食者，千年珍珠骏麟的进化之旅与别的原海异种截然不同：并不是基于原本的物种结构而进化得更大、更强壮，而是生出了泡泡海马所不具备的肢体、犄角，甚至连同骨骼、肌肉都发生了变化。比起原本应有的形态，它的身姿更像古老传说中的幻兽。在诗人与剧作家的幻想中，即使是海马也会有骐骥在大地上驰骋、跃动的姿态。",N/A,N/A,Material
m188,「公平」的哲学,4星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:旋韵Ⅳ(苍白的遗荣限时开启)时间：周一/周四/周日,"水之国土的堤岸是公平。
公平是枫丹立国的基础。公平总是需要稳固的道德与律法加以支撑，道德与律法亦基于不变的公平准则而流变不息。",N/A,N/A,Material
m189,N/A,4星,武器突破素材,秘境获得合成获得活动获得深潮的余响炼武秘境:奇械 Ⅲ/Ⅳ（深潮的余响限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。在黄金之衾覆盖国土的岁月里，纯真的泉水不得不藏匿于隐秘山涧，「纯水骑士」便是在这些避难所中诞生的。骑士们以白银的甲胄为誓，守护着来自纯水的精灵，守卫着同样信赖唯一源泉的乡亲，抵抗遮天蔽日的黄金之权。那是很久以前的传说了…在帝国崩毁沉没之后不久，抵抗僭主的骑士们也卸下甲胄，其故事隐入了庞杂的故事歌谣之中。,N/A,"金流监督
 赤月之形
 柔灯挽歌
 峡湾长歌
 浪影阔剑
 公义的酬报
 便携动力锯
 「究极霸王超级魔剑」",Material
m190,悠古弦音的乐章,4星,武器突破素材,秘境获得合成获得活动获得深潮的余响炼武秘境:机思 Ⅲ/Ⅳ（深潮的余响限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。在黄金宫殿与王座同沉的灾难中，乐章破碎，音符沉默…但帝国的遗民从未放弃拯救与超越命运的执望。为了拯救没落的文明与超越的旧梦，「金色剧团」奏响美妙的乐曲，指引孩童向沉睡的魔像献出高贵灵魂。,N/A,"最初的大魔术
 裁断
 赦罪
 灰河渡手
 静谧之曲
 勘探钻机
 测距规
 水仙十字之剑",Material
m191,奇械发条备件·歌裴莉娅,4星,角色培养素材,BOSS掉落30级以上「冰风组曲·歌裴莉娅的葬送」掉落,N/A,N/A,N/A,Material
m192,奇械发条备件·科培琉司,4星,角色培养素材,BOSS掉落30级以上「冰风组曲·科培琉司的劫罚」掉落,"属于科培琉司的奇械发条备件，能够为奇械舞者提供能源。
奇械舞者踏着白金的音节，不知昼夜地为观众献上冰风的轮舞。科培琉司不会停下舞步，直至丧钟敲响。
在最初的《发条的歌裴莉娅》中，科培琉司是发条机关歌装莉娅的创造者与追求者。这是根据观众回忆，少数被记录下来的台词节选：
「我心已定，从今往后，我将不再追寻使我欢喜的人，而要为我选定的人带来欢喜。」
「此事虽然荒唐但却也是世间常理，智者总是听命于蠢人，人生就像一场庸俗的喜剧。」",N/A,N/A,Material
m193,帝皇的决断,4星,角色培养素材,BOSS掉落30级以上铁甲熔火帝皇掉落,N/A,N/A,N/A,Material
m194,苍砾蕊羽,4星,角色培养素材,BOSS掉落30级以上风蚀沙虫掉落,N/A,N/A,N/A,Material
m195,灭诤草蔓,4星,角色培养素材,N/A,N/A,N/A,N/A,Material
m196,常暗圆环,4星,角色培养素材,BOSS掉落30级以上深罪浸礼者掉落,击败呢喃着至暗福音的四臂使者后，得到的环形法器。圆环即是通道的造型。是故能产生各种神秘效力的法阵常常以圆环构成。在大地深处曾有一些瞥见过宇宙之一角的人，他们大多明白了这样的道理：即便是宇宙当中的伟大之物的阴影，也比受缚于大地之重力的渺小生命有更鲜明的色彩、更立体的形态。而在这些人当中又有先驱者试图前往漆黑的宇宙，或是将真正的宇宙带到隐藏在充满争斗、没有希望、没有过去也没有未来的世界地下的繁荣和平之国。这种环形法器或许便是导引宇宙的门路。,N/A,N/A,Material
m197,永续机芯,4星,角色培养素材,BOSS掉落30级以上兆载永劫龙兽掉落,N/A,N/A,N/A,Material
m198,导光四面体,4星,角色培养素材,BOSS掉落30级以上半永恒统辖矩阵掉落,击败神秘的机关组合后，获得的核心部件。即使到今日，古老的机械也从未遗忘主人的梦与自己的职责：构筑一千座宫殿、统辖三千台机械、种下一万朵如今已经不再开放的花，为地上一切有灵者重现埋没在沙海中的「乐园」。即使荒漠的王者已经不再，梦想也因为深罪的低语而腐败；即使所有魔柱都完全折断、倒塌，原本受王青睐的巨兽隐入热砂的风暴中。,N/A,N/A,Material
m199,蕈王钩喙,4星,角色培养素材,BOSS掉落30级以上翠翎恐蕈掉落,击败翠翎恐蕈后，获得的角质结构。学者至今都觉得柔软的蕈兽演化出坚如磐石的钩喙是一个奇迹。在演化的终点线上，堪称华美的众蕈之王悠然踱步，时而长鸣，在向雨林中的万物昭告：哪怕再弱小再胆怯的生灵，也有可能成为未来的山灵主人。,N/A,N/A,Material
m200,藏雷野实,4星,角色培养素材,BOSS掉落30级以上掣电树掉落,被锋锐树叶包裹的製电树核心，肆意向周围散发雷元素。大地深处咆哮的能量急切地想要倾泻暴怒，于是不幸的藤蔓也沾染了狂躁的气息，挥舞着扭曲的枝条哀号，不知是想要让他人品尝雷火穿身的苦痛，还是挣扎着期待必至的末日。,N/A,N/A,Material
m201,烈日威权的梦想,4星,武器突破素材,秘境获得合成获得活动获得有顶塔炼武秘境:引业 Ⅲ/Ⅳ（有顶塔限时开启）时间：周三/周六/周日,N/A,N/A,"猎人之径
 图莱杜拉的回忆
 苇海信标
 竭泽
 王下近侍
 玛海菈的水色
 烈阳之嗣",Material
m202,绿洲花园的哀思,4星,武器突破素材,秘境获得合成获得活动获得有顶塔炼武秘境:思惑 Ⅲ/Ⅳ（有顶塔限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。花的王者曾与镇灵为善。鲜花与绿洲的女主人曾与沙漠的王共同为镇灵建起了「圆形剧场之城」阿伊·哈努姆，在古老镇灵的语言中乃是「月女城」之意。但后来，据说花的女王死于烈日与黄沙的恶意，绿洲也不复有紫红的帕蒂莎兰盛开。在她陨落之后，沙暴哀鸣、镇灵恸哭，月光般白银的宝石圆盘亦失却了原本的享乐用途，散发出哀伤的光芒。,N/A,"赤沙之杖
 千夜浮梦
 贯月矢
 盈满之实
 流浪的晚星
 聊聊棒",Material
m203,谧林涓露的银符,4星,武器突破素材,秘境获得合成获得活动获得有顶塔炼武秘境:云垢 Ⅲ/Ⅳ（有顶塔限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。在森林的诸多故事中，身披烈火般条纹斗篷的王是迷宫的大君，是映月之水的主人。当他俯首与草木的主人缔结友谊，信物便是闪烁着似水光泽的宝石与月光似的白银。作为友谊的珍贵交换，草木的主人承诺为迷宫之王保守秘密，保护雨林绮丽的梦想。尽管后来，一切秘密与梦构成的华美宫阙都在遗忘的深黑烈焰之下烟消云散，又融入厚重土壤，化作了新生雨林的养料。,N/A,"圣显之钥
 裁叶萃光
 原木刀
 森林王器
 西福斯的月光
 鹮穿之喙
 沙中伟贤的对答",Material
